complex_term_id	GO_term_name	systematic_id	symbol	gene_product_description	UniProt_ID	evidence_code	source	assigned_by
GO:0120097	glycosylphosphatidylinositol-mannosyltransferase II complex	SPAC18B11.05	gpi18	pig-V, dol-P-Man:Man(1)GlcN-acyl-PI alpha-1,6-mannosyltransferase	Q09712	ISO	GO_REF:0000024	PomBase
GO:0120115	Lsm2-8 complex	SPAC2F3.17c	lsm6	Lsm2-8 complex subunit Lsm6	Q9UUI1	EXP	PMID:22001694,PMID:32518066	PomBase
GO:0120115	Lsm2-8 complex	SPBC20F10.09	lsm5	Lsm2-8 complex subunit Lsm5	O42978	EXP	PMID:22001694,PMID:32518066	PomBase
GO:0120115	Lsm2-8 complex	SPBC30D10.06	lsm4	Lsm2-8 complex subunit Lsm4	O14352	EXP	PMID:32518066	PomBase
GO:0120115	Lsm2-8 complex	SPBC9B6.05c	lsm3	Lsm2-8 complex subunit Lsm3	Q9Y7M4	EXP	PMID:32518066	PomBase
GO:0120115	Lsm2-8 complex	SPCC1620.01c	lsm2	Lsm2-8 complex subunit Lsm2	O94408	EXP	PMID:32518066	PomBase
GO:0120115	Lsm2-8 complex	SPCC1840.10	lsm8	Lsm2-8 complex subunit Lsm8	O74483	EXP	PMID:32518066	PomBase
GO:0120115	Lsm2-8 complex	SPCC285.12	lsm7	Lsm2-8 complex subunit Lsm7	O74499	EXP	PMID:22001694,PMID:32518066	PomBase
GO:0120231	DNA recombinase auxiliary factor complex	SPAC13A11.03	mcp7	meiosis specific coiled-coil protein Mcp7	Q09739	IPI	PMID:32414915	PomBase
GO:0120231	DNA recombinase auxiliary factor complex	SPAC222.15	meu13	Tat binding protein 1(TBP-1)-interacting protein (TBPIP) homolog	Q9HGK2	IPI	PMID:32414915	PomBase
GO:0120330	rixosome complex	SPAC13G7.08c	crb3	rixosome complex WD repeat subunit Crb3	Q10272	IDA	PMID:21385875	PomBase
GO:0120330	rixosome complex	SPBC16C6.12c	las1	rixosome complex/ Las1 complex endonuclease Las1	O42936	TAS	PMID:37921038	PomBase
GO:0120330	rixosome complex	SPCC1393.06c	ipi1	rixosome complex armadillo-type fold Ipi1	O94718	IDA	PMID:21385875	PomBase
GO:0120330	rixosome complex	SPCC4G3.18	rix1	rixosome complex armadillo-type fold Rix1	P87243	IDA	PMID:21385875	PomBase
GO:0120330	rixosome complex	SPCC4G3.18	rix1	rixosome complex armadillo-type fold Rix1	P87243	IPI	PMID:27667686	PomBase
GO:0120330	rixosome complex	SPCC737.08	mdn1	rixosome complex midasin subunit Mdn1	O94248	IPI	PMID:27667686	PomBase
GO:0120330	rixosome complex	SPCC830.03	grc3	rixosome complex/Las1 complex polynucleotide 5'-hydroxyl-kinase Grc3	Q9UU96	TAS	PMID:37921038	PomBase
GO:0120510	mitochondrial [4Fe-4S] assembly complex	SPAC21E11.07	iba57	mitochondrial [4Fe-4S] cluster assembly protein Iba57	Q09929	TAS	PMID:34660592	PomBase
GO:0120510	mitochondrial [4Fe-4S] assembly complex	SPBC1709.19c	nfu1	mitochondrial [4Fe-4S] cluster transfer protein Nfu1	Q9UUB8	TAS	PMID:34660592	PomBase
GO:0120510	mitochondrial [4Fe-4S] assembly complex	SPBC3B9.17	isa2	mitochondrial [4Fe-4S] cluster assembly and transfer protein Isa2	O43045	TAS	PMID:34660592	PomBase
GO:0120510	mitochondrial [4Fe-4S] assembly complex	SPCC645.03c	isa1	mitochondrial [4Fe-4S] cluster assembly and transfer protein Isa1	P78859	TAS	PMID:34660592	PomBase
GO:0120513	2-(3-amino-3-carboxypropyl)histidine synthase complex	SPBC17D1.02	dph2	diphthamide biosynthesis protein Dph2	Q10206	ISS	GO_REF:0000024	UniProt
GO:0120513	2-(3-amino-3-carboxypropyl)histidine synthase complex	SPBC3B8.05	dph1	diphthamide biosynthesis protein Dph1	O59713	ISS	GO_REF:0000024	UniProt
GO:0140275	MIB complex	SPCC63.03	mib1	mitochondrial MIB complex subunit, human DNAJC11 ortholog Mib1	Q9Y7T0	ISS	GO_REF:0000024	PomBase
GO:0140497	mannan polymerase II complex	SPAC1006.05c	och1	Golgi alpha-1,6-mannosyltransferase Och1	Q9UTR6	ISO	GO_REF:0000024	PomBase
GO:0140497	mannan polymerase II complex	SPAC4F10.10c	mnn9	Golgi mannan polymerase I complex subunit Mnn9	O36022	IPI	PMID:32650974	PomBase
GO:0140497	mannan polymerase II complex	SPBC1734.04	anp1	Golgi mannan polymerase I complex subunit Anp1	O74745	IPI	PMID:32650974	PomBase
GO:0140497	mannan polymerase II complex	SPCC736.04c	gma12	Golgi alpha-1,2-galactosyltransferase Gma12	Q09174	ISO	GO_REF:0000024	PomBase
GO:0140595	MIM complex	SPBC409.23	mim2	mitochondrial MIM complex subunit Mim2	G2TRP0	IPI	PMID:33138913	PomBase
GO:0140595	MIM complex	SPBC713.08	mim1	mitochondrial MIM complex subunit Mim1	Q9C1W7	IPI	PMID:33138913	PomBase
GO:0140596	TOM complex	SPAC17H9.16	tom22	mitochondrial TOM complex subunit Tom22	O13813	NAS	GO_REF:0000051	PomBase
GO:0140596	TOM complex	SPAC6B12.12	tom70	mitochondrial TOM complex TPR repeat subunit (chaperone receptor) Tom70	O14217	NAS	GO_REF:0000051	PomBase
GO:0140596	TOM complex	SPAC6F12.07	tom20	mitochondrial TOM complex subunit Tom20	O14225	NAS	GO_REF:0000051	PomBase
GO:0140596	TOM complex	SPAC823.17	tom6	mitochondrial TOM complex subunit Tom6		NAS	GO_REF:0000051	PomBase
GO:0140596	TOM complex	SPBC19G7.19	tom5	mitochondrial TOM complex subunit Tom5	G2TRP7	NAS	GO_REF:0000051	PomBase
GO:0140596	TOM complex	SPBC27B12.10c	tom7	mitochondrial TOM complex subunit Tom7	O42999	NAS	GO_REF:0000051	PomBase
GO:0140596	TOM complex	SPBC27B12.13	tom40	mitochondrial TOM complex subunit Tom40	O13656	NAS	GO_REF:0000051	PomBase
GO:0150006	urease activator complex	SPAC29A4.13	ure6	urease accessory protein UreF	O14016	ISO	PMID:24115911	PomBase
GO:0150006	urease activator complex	SPAC3A12.09c	ure4	urease accessory protein UreD	P87125	ISO	PMID:24115911	PomBase
GO:0150006	urease activator complex	SPCPB16A4.05c	ure7	urease accessory protein UreG	Q96WV0	ISO	PMID:24115911	PomBase
GO:0160005	PAT complex	SPAC18B11.08c	pat10	ER membrane chaperone for multipass membrane proteins, PAT complex subunit (asterix), Pat10	Q09714	TAS	PMID:32814900	PomBase
GO:0160005	PAT complex	SPBC2G5.01	SPBC2G5.01	ER membrane chaperone for multipass membrane proteins, PAT complex subunit, and TMCO1 translocon subunit (human CCDC47 ortholog)	O94280	TAS	PMID:32814900	PomBase
GO:0160051	Cyc8(Ssn6)-Tup1 general repressor complex	SPAC18B11.10	tup11	transcriptional corepressor Tup11	Q09715	EXP	PMID:17101775	PomBase
GO:0160051	Cyc8(Ssn6)-Tup1 general repressor complex	SPAC630.14c	tup12	transcriptional corepressor Tup12	Q9UUG8	EXP	PMID:17101775	PomBase
GO:0160051	Cyc8(Ssn6)-Tup1 general repressor complex	SPBC23E6.09	ssn6	transcriptional corepressor Ssn6	O60184	EXP	PMID:17101775	PomBase
GO:0160065	SIN/MEN signaling complex	SPAC222.10c	byr4	SIN signalling inhibitor, two-component GAP Byr4	Q10951	IDA	PMID:12546793	PomBase
GO:0160065	SIN/MEN signaling complex	SPCC1739.11c	cdc11	SIN component scaffold protein, centriolin ortholog Cdc11	O74473	IDA	PMID:12546793	PomBase
GO:0180019	Knl1/Spc105 complex	SPAPB17E12.06	sos7	outer kinetochore KNL network protein Sos7	U3H042	ISS	GO_REF:0000024	UniProt
GO:0180019	Knl1/Spc105 complex	SPCC1020.02	spc7	outer kinetochore KNL network protein, KNL-1 family member, blinkin, Spc7	O59757	ISS	GO_REF:0000024	UniProt
GO:0180022	RQC-trigger complex	SPAC1A6.01c	rqt4	RQT complex subunit Rqt4	O13855	TAS	PMID:32099016	PomBase
GO:0180022	RQC-trigger complex	SPBC13G1.10c	rqt2	RQT complex ATP-dependent RNA helicase Rqt2, human ASCC3 ortholog	O60072	TAS	PMID:32099016	PomBase
GO:0180022	RQC-trigger complex	SPCC1906.02c	rqt3	RQT complex CUE domain protein, human ASCC2 ortholog Rqt3	O74485	TAS	PMID:32099016	PomBase
GO:0180049	Mrh5C translation activator complex	SPAC5D6.12	mtf2	mitochondrial translational activator Mtf2	O14204	EXP	PMID:38499152	PomBase
GO:0180049	Mrh5C translation activator complex	SPAC5D6.12	mtf2	mitochondrial translational activator Mtf2	O14204	IDA	PMID:34634819	PomBase
GO:0180049	Mrh5C translation activator complex	SPAC8C9.06c	ppr4	mitochondrial PPR repeat protein, translation activator for Cox1 Ppr4	O14275	EXP	PMID:38499152	PomBase
GO:0180049	Mrh5C translation activator complex	SPAC8C9.06c	ppr4	mitochondrial PPR repeat protein, translation activator for Cox1 Ppr4	O14275	IDA	PMID:34634819	PomBase
GO:0180049	Mrh5C translation activator complex	SPAP8A3.14c	sls1	mitochondrial translational activator Sls1	Q9UT03	EXP	PMID:38499152	PomBase
GO:0180049	Mrh5C translation activator complex	SPAP8A3.14c	sls1	mitochondrial translational activator Sls1	Q9UT03	IDA	PMID:34634819	PomBase
GO:0180049	Mrh5C translation activator complex	SPBC25D12.06	mrh5	mitochondrial translation ATP-dependent RNA helicase Mrh5	O74356	EXP	PMID:38499152	PomBase
GO:0180049	Mrh5C translation activator complex	SPBC25D12.06	mrh5	mitochondrial translation ATP-dependent RNA helicase Mrh5	O74356	IDA	PMID:34634819	PomBase
GO:1902500	vacuolar HOPS complex	SPAC16A10.03c	SPAC16A10.03c	ubiquitin-protein ligase E3 involved in vesicle docking Pep5/Vps11-like	P87295	IBA	GO_REF:0000033	GO_Central
GO:1902500	vacuolar HOPS complex	SPAC17A2.06c	vps8	CORVET complex WD repeat subunit Vps8	O13756	IBA	GO_REF:0000033	GO_Central
GO:1902500	vacuolar HOPS complex	SPAC23H4.14	vam6	HOPS complex RabGEF subunit Vam6	O13955	ISO	GO_REF:0000024	PomBase
GO:1902500	vacuolar HOPS complex	SPAC823.12	vps11	HOPs/CORVET complex ubiquitin protein ligase E3 subunit Vps11	Q9P6N4	IBA	GO_REF:0000033	GO_Central
GO:1902500	vacuolar HOPS complex	SPAC824.05	vps16	HOPS/CORVET complex subunit Vps16	Q9UT38	IBA	GO_REF:0000033	GO_Central
GO:1902500	vacuolar HOPS complex	SPAP27G11.05c	vps41	HOPS complex subunit Vps41	Q9P7N3	IBA	GO_REF:0000033	GO_Central
GO:1902500	vacuolar HOPS complex	SPBC1703.15c	vps33	HOPS/CORVET complex subunit, vacuolar sorting protein Vps33	Q9P7V6	ISO	GO_REF:0000024	PomBase
GO:1902500	vacuolar HOPS complex	SPCC790.02	pep3	HOPS/CORVET complex subunit, ubiquitin-protein ligase E3 Pep3/Vps18	O74925	IBA	GO_REF:0000033	GO_Central
GO:1903600	glutaminase complex	SPAC222.08c	sno1	glutamine aminotransferase subunit Sno1	Q9UTE4	IBA	GO_REF:0000033	GO_Central
GO:1903600	glutaminase complex	SPAC29B12.04	snz1	pyridoxal 5'-phosphate synthase (glutamine hydrolysing)	O14027	ISO	GO_REF:0000024	PomBase
GO:1904423	dehydrodolichyl diphosphate synthase complex	SPAC4D7.04c	rer2	cis-prenyltransferase	O14171	IBA	GO_REF:0000033	GO_Central
GO:1904423	dehydrodolichyl diphosphate synthase complex	SPBC2A9.06c	nus1	di-trans,poly-cis-decaprenylcistransferase Nus1	Q9Y7K8	IBA	GO_REF:0000033	GO_Central
GO:1904564	cytosolic [4Fe-4S] assembly scaffold complex	SPAC637.08	nbp35	CIA machinery ATPase Nbp35	O94442	TAS	PMID:34660592	PomBase
GO:1904564	cytosolic [4Fe-4S] assembly scaffold complex	SPAC806.02c	SPAC806.02c	CIA machinery CIA1/CFD1 fusion protein	Q9UT57	TAS	PMID:34660592	PomBase
GO:1990070	TRAPPI protein complex	SPAC13G6.05c	trs33	TRAPPI,II,III complex subunit Trs33	Q09784	ISO	GO_REF:0000024	PomBase
GO:1990070	TRAPPI protein complex	SPAC15A10.12c	tca17	TRAPP complex subunit 2-like Tca17	O13732	NAS	GO_REF:0000051	PomBase
GO:1990070	TRAPPI protein complex	SPAC3G9.16c	bet5	TRAPP I, II and III complex RabGEF subunit Bet5	Q9UT70	ISO	GO_REF:0000024	PomBase
GO:1990070	TRAPPI protein complex	SPAC644.18c	bet3	TRAPP I, II and III complex RabGEF subunit Bet3	Q9P6P5	ISO	GO_REF:0000024	PomBase
GO:1990070	TRAPPI protein complex	SPBC11G11.04	trs20	TRAPP I,II and III complex subunit Trs20	Q9USZ5	ISO	GO_REF:0000024	PomBase
GO:1990070	TRAPPI protein complex	SPBC1718.05	trs31	TRAPP I, II and III complex subunit Trs31	Q9P7N9	IBA	GO_REF:0000033	GO_Central
GO:1990070	TRAPPI protein complex	SPBC3B9.12	trs23	TRAPP I, II, and III complex subunit Trs23	O43041	ISO	GO_REF:0000024	PomBase
GO:1990071	TRAPPII protein complex	SPAC13G6.05c	trs33	TRAPPI,II,III complex subunit Trs33	Q09784	ISO	GO_REF:0000024	PomBase
GO:1990071	TRAPPII protein complex	SPAC15A10.12c	tca17	TRAPP complex subunit 2-like Tca17	O13732	NAS	GO_REF:0000051	PomBase
GO:1990071	TRAPPII protein complex	SPAC3G9.16c	bet5	TRAPP I, II and III complex RabGEF subunit Bet5	Q9UT70	ISO	GO_REF:0000024	PomBase
GO:1990071	TRAPPII protein complex	SPAC644.18c	bet3	TRAPP I, II and III complex RabGEF subunit Bet3	Q9P6P5	ISO	GO_REF:0000024	PomBase
GO:1990071	TRAPPII protein complex	SPAC6G10.05c	trs120	TRAPP II complex subunit Trs120	O14251	ISO	GO_REF:0000024	PomBase
GO:1990071	TRAPPII protein complex	SPBC11G11.04	trs20	TRAPP I,II and III complex subunit Trs20	Q9USZ5	ISO	GO_REF:0000024	PomBase
GO:1990071	TRAPPII protein complex	SPBC14F5.02	trs65	TRAPP II complex subunit Trs65	O60099	IBA	GO_REF:0000033	GO_Central
GO:1990071	TRAPPII protein complex	SPBC1718.05	trs31	TRAPP I, II and III complex subunit Trs31	Q9P7N9	IBA	GO_REF:0000033	GO_Central
GO:1990071	TRAPPII protein complex	SPBC3B9.12	trs23	TRAPP I, II, and III complex subunit Trs23	O43041	ISO	GO_REF:0000024	PomBase
GO:1990071	TRAPPII protein complex	SPCC285.14	trs130	TRAPP II complex subunit Trs130	O74501	IBA	GO_REF:0000033	GO_Central
GO:1990072	TRAPPIII protein complex	SPAC13G6.05c	trs33	TRAPPI,II,III complex subunit Trs33	Q09784	ISO	GO_REF:0000024	PomBase
GO:1990072	TRAPPIII protein complex	SPAC3G9.16c	bet5	TRAPP I, II and III complex RabGEF subunit Bet5	Q9UT70	ISO	GO_REF:0000024	PomBase
GO:1990072	TRAPPIII protein complex	SPAC644.18c	bet3	TRAPP I, II and III complex RabGEF subunit Bet3	Q9P6P5	ISO	GO_REF:0000024	PomBase
GO:1990072	TRAPPIII protein complex	SPBC11G11.04	trs20	TRAPP I,II and III complex subunit Trs20	Q9USZ5	ISO	GO_REF:0000024	PomBase
GO:1990072	TRAPPIII protein complex	SPBC1604.19c	trs8501	TRAPP III complex subunit Trs85a	O94731	IBA	GO_REF:0000033	GO_Central
GO:1990072	TRAPPIII protein complex	SPBC1718.05	trs31	TRAPP I, II and III complex subunit Trs31	Q9P7N9	IBA	GO_REF:0000033	GO_Central
GO:1990072	TRAPPIII protein complex	SPBC1734.07c	trs8502	TRAPP III complex subunit Trs85b	O74748	IBA	GO_REF:0000033	GO_Central
GO:1990072	TRAPPIII protein complex	SPBC3B9.12	trs23	TRAPP I, II, and III complex subunit Trs23	O43041	ISO	GO_REF:0000024	PomBase
GO:1990112	RQC complex	SPAC1142.01	rqc1	ribosome quality control complex (RQC) complex subunit Rqc1	O13796	IBA	GO_REF:0000033	GO_Central
GO:1990112	RQC complex	SPAC1565.08	cdc48	AAA family ATPase involved in ubiquitin-mediated protein degradation Cdc48	Q9P3A7	ISO	GO_REF:0000024	PomBase
GO:1990112	RQC complex	SPBC16A3.09c	ufd1	Hrd1 ubiquitin ligase complex subunit Ufd1	O42915	ISO	GO_REF:0000024	PomBase
GO:1990112	RQC complex	SPBC1711.10c	npl4	Hrd1 ubiquitin ligase complex subunit Npl4	Q9P780	ISO	GO_REF:0000024	PomBase
GO:1990112	RQC complex	SPBC21D10.09c	rkr1	RQC complex ubiquitin-protein ligase E3 Rkr1	O74349	IBA	GO_REF:0000033	GO_Central
GO:1990112	RQC complex	SPCC132.01c	rqc2	ribosome quality control complex subunit Rqc2	Q9USN8	IBA	GO_REF:0000033	GO_Central
GO:1990130	GATOR1 complex	SPAC11E3.05	sea3	GATOR2-SEACAT complex/GATOR1-SEACIT GTPase complex ubiquitin-protein ligase E3 subunit Sea3	O13686	IMP	PMID:33534698	PomBase
GO:1990130	GATOR1 complex	SPAC23H3.03c	npr2	GATOR1-SEACIT GTPase activating complex subunit Npr2	O42857	IMP	PMID:27227887	PomBase
GO:1990130	GATOR1 complex	SPAC23H3.03c	npr2	GATOR1-SEACIT GTPase activating complex subunit Npr2	O42857	IPI	PMID:29199950	PomBase
GO:1990130	GATOR1 complex	SPBC26H8.04c	iml1	GATOR1-SEACIT GTPase activating complex subunit Iml1	O74788	IPI	PMID:29199950	PomBase
GO:1990130	GATOR1 complex	SPBC543.04	npr3	GATOR1-SEACIT GTPase activating complex subunit Npr3	Q9HGM7	IMP	PMID:27227887	PomBase
GO:1990130	GATOR1 complex	SPBC543.04	npr3	GATOR1-SEACIT GTPase activating complex subunit Npr3	Q9HGM7	IPI	PMID:29199950	PomBase
GO:1990131	Gtr1-Gtr2 GTPase complex	SPBC337.13c	gtr1	RagA/B GTPase Gtr1	O74824	EXP	PMID:22344254	PomBase
GO:1990131	Gtr1-Gtr2 GTPase complex	SPBC337.13c	gtr1	RagA/B GTPase Gtr1	O74824	IPI	PMID:29199950	PomBase
GO:1990131	Gtr1-Gtr2 GTPase complex	SPCC777.05	gtr2	RagC/D GTPase Gtr2	O74544	EXP	PMID:22344254	PomBase
GO:1990131	Gtr1-Gtr2 GTPase complex	SPCC777.05	gtr2	RagC/D GTPase Gtr2	O74544	IGI	PMID:27227887	PomBase
GO:1990131	Gtr1-Gtr2 GTPase complex	SPCC777.05	gtr2	RagC/D GTPase Gtr2	O74544	IPI	PMID:29199950	PomBase
GO:1990243	atf1-pcr1 complex	SPAC21E11.03c	pcr1	DNA-binding pioneer transcription factor Pcr1	Q09926	IDA	PMID:7958849,PMID:9135083	PomBase
GO:1990243	atf1-pcr1 complex	SPBC29B5.01	atf1	DNA-binding pioneer transcription factor, Atf-CREB family Atf1	P52890	IDA	PMID:7958849,PMID:9135083	PomBase
GO:1990298	bub1-bub3 complex	SPAC23H3.08c	bub3	mitotic spindle checkpoint WD repeat protein Bub3	O42860	IMP	PMID:22521786	PomBase
GO:1990298	bub1-bub3 complex	SPCC1322.12c	bub1	mitotic spindle checkpoint kinase Bub1	O94751	IMP	PMID:22521786	PomBase
GO:1990304	MUB1-RAD6-UBR2 ubiquitin ligase complex	SPBC31F10.10c	mub1	armadillo-type fold protein, zf-MYND type zinc finger protein, Mub1-Rad6-Ubr2 ubiquitin ligase complex Mub1	P87311	IBA	GO_REF:0000033	GO_Central
GO:1990315	Mcs4 RR-MAPKKK complex	SPAC1006.09	win1	MAP kinase kinase kinase Win1	O74304	IDA	PMID:23389634,PMID:24255738	PomBase
GO:1990315	Mcs4 RR-MAPKKK complex	SPAC1006.09	win1	MAP kinase kinase kinase Win1	O74304	IPI	PMID:18406331	PomBase
GO:1990315	Mcs4 RR-MAPKKK complex	SPAC9G1.02	wis4	MAP kinase kinase kinase Wis4	O14299	IDA	PMID:23389634	PomBase
GO:1990315	Mcs4 RR-MAPKKK complex	SPAC9G1.02	wis4	MAP kinase kinase kinase Wis4	O14299	IPI	PMID:11179424,PMID:18406331	PomBase
GO:1990315	Mcs4 RR-MAPKKK complex	SPBC32F12.11	tdh1	glyceraldehyde-3-phosphate dehydrogenase Tdh1	P78958	IPI	PMID:18406331,PMID:24255738	PomBase
GO:1990315	Mcs4 RR-MAPKKK complex	SPBC409.07c	wis1	MAP kinase kinase Wis1	P33886	IDA	PMID:23389634,PMID:24255738	PomBase
GO:1990315	Mcs4 RR-MAPKKK complex	SPBC409.07c	wis1	MAP kinase kinase Wis1	P33886	IPI	PMID:24255738	PomBase
GO:1990315	Mcs4 RR-MAPKKK complex	SPBC887.10	mcs4	response regulator Mcs4	P87323	IDA	PMID:23389634	PomBase
GO:1990315	Mcs4 RR-MAPKKK complex	SPBC887.10	mcs4	response regulator Mcs4	P87323	IMP	PMID:24255738	PomBase
GO:1990315	Mcs4 RR-MAPKKK complex	SPBC887.10	mcs4	response regulator Mcs4	P87323	IPI	PMID:11179424,PMID:18406331	PomBase
GO:1990316	Atg1/ULK1 kinase complex	SPAC10F6.11c	atg17	autophagy associated protein kinase activator Atg17	O42651	EXP	PMID:34499173	PomBase
GO:1990316	Atg1/ULK1 kinase complex	SPAC25H1.03	atg101	autophagy associated HORMA domain protein Atg101	O13978	EXP	PMID:34499173	PomBase
GO:1990316	Atg1/ULK1 kinase complex	SPAC25H1.03	atg101	autophagy associated HORMA domain protein Atg101	O13978	IDA	PMID:26030876	PomBase
GO:1990316	Atg1/ULK1 kinase complex	SPAC4F10.07c	atg13	autophagy associated protein Atg13	O36019	EXP	PMID:34499173	PomBase
GO:1990316	Atg1/ULK1 kinase complex	SPAC7D4.04	atg11	autophagy associated protein kinase regulator Atg11	O14261	EXP	PMID:34499173	PomBase
GO:1990316	Atg1/ULK1 kinase complex	SPCC63.08c	atg1	autophagy serine/threonine protein kinase Atg1	Q9Y7T4	EXP	PMID:34499173	PomBase
GO:1990334	Bfa1-Bub2 complex	SPAC222.10c	byr4	SIN signalling inhibitor, two-component GAP Byr4	Q10951	IPI	PMID:9742395	PomBase
GO:1990334	Bfa1-Bub2 complex	SPAC6F6.08c	cdc16	SIN signalling inhibitor, two-component GAP Cdc16	P36618	IPI	PMID:9742395	PomBase
GO:1990429	peroxisomal importomer complex	SPAC323.03c	pex8	peroxisomal importomer complex subunit Pex8	Q9UT96	ISO	GO_REF:0000024	PomBase
GO:1990429	peroxisomal importomer complex	SPAC3C7.10	pex13	peroxin 13	O14136	IBA	GO_REF:0000033	GO_Central
GO:1990429	peroxisomal importomer complex	SPAPB17E12.03	pex12	peroxisomal ubiquitin-protein ligase E3 Pex12	Q8TFH8	IBA	GO_REF:0000033	GO_Central
GO:1990429	peroxisomal importomer complex	SPBC13G1.03c	pex14	peroxisomal docking protein Pex14	O60065	IBA	GO_REF:0000033	GO_Central
GO:1990463	lateral cortical node	SPAC821.03c	slf1	cell cortex node protein Slf1	Q9UT50	IDA	PMID:25009287	PomBase
GO:1990463	lateral cortical node	SPBC16H5.11c	skb1	type II protein arginine N-methyltransferase Skb1	P78963	IDA	PMID:25009287	PomBase
GO:1990467	NuA3a histone acetyltransferase complex	SPAC17G8.13c	mst2	histone acetyltransferase Mst2	Q10325	IBA	GO_REF:0000033	GO_Central
GO:1990477	MTREC complex	SPAC1006.03c	red1	MTREC (exosome adaptor) complex subunit Red1	Q9UTR8	IDA	PMID:24210919,PMID:24713849	PomBase
GO:1990477	MTREC complex	SPAC17H9.02	mtl1	MTREC (exosome adaptor) complex RNA helicase subunit Mtl1	O13799	IDA	PMID:24210919,PMID:24713849	PomBase
GO:1990477	MTREC complex	SPAC7D4.14c	iss10	MTREC (exosome adaptor) complex proline-rich subunit Iss10/Pir1	O14269	IDA	PMID:24713849	PomBase
GO:1990477	MTREC complex	SPBC337.12	red5	MTREC (exosome adaptor) complex zf-CCCH type zinc finger subunit Red5	O74823	IDA	PMID:24713849	PomBase
GO:1990477	MTREC complex	SPBC725.08	pir2	MTREC (exosome adaptor) complex zf-C2H2 type zinc finger subunit Pir2	O94326	IDA	PMID:24713849	PomBase
GO:1990477	MTREC complex	SPBC902.04	rmn1	MTREC (exosome adaptor) complex RNA-binding subunit Rmn1	Q9USP9	IDA	PMID:24713849	PomBase
GO:1990520	separase-securin complex	SPBC14C8.01c	cut2	sister chromatid separation inhibitor, securin	P21135	IDA	PMID:8978688	PomBase
GO:1990520	separase-securin complex	SPCC5E4.04	cut1	separase/separin	P18296	IDA	PMID:8978688	PomBase
GO:1990524	INA complex	SPAC926.10	ina22	mitochondrial F1-FO ATP synthase peripheral stalk assembly factor Ina22	G2TRN2	ISO	GO_REF:0000024	PomBase
GO:1990524	INA complex	SPBC3B8.10	ina17	mitochondrial F1-FO ATP synthase peripheral stalk assembly factor Ina17		ISO	GO_REF:0000024	PomBase
GO:1990528	Rvs161p-Rvs167p complex	SPBC21D10.12	hob1	BAR adaptor protein Hob1	O74352	IBA	GO_REF:0000033	GO_Central
GO:1990528	Rvs161p-Rvs167p complex	SPBC725.09c	hob3	BAR adaptor protein Hob3	Q9UUM7	IBA	GO_REF:0000033	GO_Central
GO:1990529	glycosylphosphatidylinositol-mannosyltransferase I complex	SPBC13E7.05	gpi14	pig-M, dol-P-Man:GlcN-acyl-PI alpha-1,4-mannosyltransferase	Q9P6R5	IBA	GO_REF:0000033	GO_Central
GO:1990529	glycosylphosphatidylinositol-mannosyltransferase I complex	SPCC1919.02	pbn1	pig-X, glycosylphosphatidylinositol-mannosyltransferase I complex subunit pig-X	O94472	IBA	GO_REF:0000033	GO_Central
GO:1990531	phospholipid-translocating ATPase complex	SPAC24B11.12c	dnf2	plasma membrane phospholipid-translocating ATPase complex, ATPase subunit Dnf2	Q09891	ISO	GO_REF:0000024	PomBase
